words;T1;T2;T3;T4;T5;T6;T7
discount;9,94E-05;1,05E-05;1,81E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
platelet;1,74E-06;0,000240428;1,81E-05;7,94E-06;3,37E-05;0,000119811;0,000192841
"75;purpo";1,74E-06;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
beticola;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,51E-05
savannah;1,74E-06;3,48E-06;4,22E-05;7,94E-06;3,37E-05;4,44E-06;4,10E-06
"587;past";1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
maltreat;7,85E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
director;3,66E-05;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
multimod;0,000116834;3,14E-05;1,81E-05;2,65E-06;3,37E-05;2,22E-05;4,10E-06
fasciola;1,74E-06;3,48E-06;1,81E-05;2,65E-06;3,37E-05;3,11E-05;1,23E-05
hepatica;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;1,33E-05;5,33E-05
"950;fast";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;1,33E-05;4,10E-06
scarciti;5,23E-06;3,48E-06;0,000512042;2,38E-05;3,37E-05;4,44E-06;4,10E-06
isotherm;1,74E-06;1,74E-05;0,000222889;6,62E-05;3,37E-05;4,44E-06;1,23E-05
triangul;5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"386;high";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;1,33E-05;4,10E-06
conceptu;0,000458616;3,48E-06;1,81E-05;5,56E-05;3,37E-05;4,44E-06;2,05E-05
mapreduc;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
volvacea;1,74E-06;3,48E-06;5,42E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
metadata;1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
multitud;8,72E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;3,99E-05;8,62E-05
hydrolog;1,74E-06;3,48E-06;9,04E-05;0,000849669;3,37E-05;4,44E-06;4,10E-06
cigarett;6,10E-05;1,74E-05;1,81E-05;2,65E-06;3,37E-05;2,22E-05;6,15E-05
myopathi;1,74E-06;3,14E-05;6,02E-06;2,65E-06;3,37E-05;1,33E-05;2,05E-05
avalanch;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
aerospac;8,72E-06;3,48E-06;1,81E-05;9,79E-05;3,37E-05;4,44E-06;4,10E-06
diarrhea;1,74E-06;7,32E-05;1,81E-05;2,65E-06;3,37E-05;4,88E-05;1,23E-05
unreason;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"91;purpo";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
salmonid;1,74E-06;3,48E-06;6,02E-06;5,03E-05;3,37E-05;4,44E-06;1,23E-05
squamous;1,74E-06;2,44E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;8,62E-05
prohibit;2,96E-05;3,48E-06;4,22E-05;7,94E-06;3,37E-05;4,44E-06;4,10E-06
pregnanc;1,22E-05;0,000637657;6,02E-06;2,65E-06;3,37E-05;3,99E-05;8,62E-05
intergen;2,96E-05;3,48E-06;1,81E-05;2,65E-06;3,37E-05;1,33E-05;5,33E-05
retinoid;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;3,99E-05;1,23E-05
admixtur;1,74E-06;5,92E-05;6,02E-06;2,91E-05;3,37E-05;4,44E-06;4,10E-06
atenolol;1,74E-06;1,05E-05;1,81E-05;2,65E-06;3,37E-05;3,99E-05;4,10E-06
compromi;4,71E-05;5,92E-05;6,02E-06;2,65E-06;3,37E-05;2,22E-05;0,000135399
quadrant;5,23E-06;1,05E-05;6,02E-06;1,85E-05;3,37E-05;1,33E-05;4,10E-06
unemploy;8,72E-06;4,53E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"505;drug";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;1,33E-05;4,10E-06
"71;paper";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
protract;1,74E-06;2,44E-05;6,02E-06;2,65E-06;3,37E-05;3,11E-05;4,10E-06
synerget;1,74E-06;3,48E-06;6,02E-06;1,85E-05;3,37E-05;1,33E-05;4,10E-06
multipli;1,22E-05;3,48E-06;3,01E-05;2,65E-06;3,37E-05;4,44E-06;1,23E-05
"375;fuse";1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
metastat;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;0,000283107
biomimet;1,74E-06;3,48E-06;3,01E-05;7,94E-06;3,37E-05;4,44E-06;4,51E-05
pathogen;5,23E-06;0,000135894;0,00052409;2,65E-06;3,37E-05;6,66E-05;0,001382712
reinforc;0,000256337;1,74E-05;3,01E-05;0,00335368;3,37E-05;7,54E-05;4,10E-06
parametr;8,72E-06;4,53E-05;6,02E-06;0,000108525;3,37E-05;1,33E-05;4,10E-06
daubechi;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
microsom;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;0,00033281;4,10E-06
chemerin;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;7,80E-05
luminair;1,74E-06;3,48E-06;6,02E-06;2,65E-06;0,000437858;4,44E-06;4,10E-06
prescrib;5,06E-05;0,000379807;3,01E-05;5,56E-05;3,37E-05;3,11E-05;2,05E-05
referenc;5,23E-06;3,83E-05;6,02E-06;1,85E-05;3,37E-05;4,44E-06;1,23E-05
workshop;6,45E-05;3,48E-06;1,81E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
departur;1,74E-06;3,48E-06;6,02E-06;1,85E-05;3,37E-05;4,44E-06;4,10E-06
feedback;0,000399328;3,48E-06;6,02E-06;2,65E-06;0,000101044;1,33E-05;2,05E-05
unaffect;2,96E-05;6,62E-05;1,81E-05;1,85E-05;3,37E-05;3,99E-05;2,87E-05
intraven;1,74E-06;8,01E-05;6,02E-06;2,65E-06;3,37E-05;0,000128686;1,23E-05
pluripot;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;0,000307725
subclass;5,23E-06;1,74E-05;6,02E-06;2,65E-06;3,37E-05;2,22E-05;2,05E-05
subgroup;0,000106371;0,000428589;6,02E-06;2,65E-06;3,37E-05;3,99E-05;2,87E-05
confound;9,94E-05;0,00022649;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
challeng;0,000549293;0,000672502;7,83E-05;7,94E-06;3,37E-05;0,000181936;0,001087295
"735;mani";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
resprout;1,74E-06;3,48E-06;6,02E-06;8,21E-05;3,37E-05;4,44E-06;4,10E-06
diazepam;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;7,54E-05;4,10E-06
procedur;0,000231924;0,000470403;9,04E-05;0,000193227;0,000101044;0,000181936;6,15E-05
premolar;1,74E-06;5,92E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
condylar;1,74E-06;5,92E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
amygdala;0,000134272;3,48E-06;6,02E-06;2,65E-06;3,37E-05;0,000412684;4,10E-06
sacroili;1,74E-06;0,00016377;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
speciali;1,22E-05;1,74E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
polyamid;1,74E-06;3,48E-06;1,81E-05;2,38E-05;3,37E-05;1,33E-05;4,10E-06
"200;univ";1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
downflow;1,74E-06;3,48E-06;6,02E-06;2,91E-05;3,37E-05;4,44E-06;4,10E-06
colorado;1,74E-06;3,48E-06;3,01E-05;3,97E-05;3,37E-05;4,44E-06;4,10E-06
cyprinid;1,74E-06;3,48E-06;3,01E-05;2,65E-06;3,37E-05;3,99E-05;4,10E-06
judgment;0,000925952;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
symmetri;4,36E-05;1,74E-05;6,02E-06;9,26E-05;3,37E-05;4,44E-06;4,10E-06
"610;much";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
exotherm;1,74E-06;3,48E-06;1,81E-05;7,94E-06;3,37E-05;4,88E-05;4,10E-06
american;0,000674846;0,00055403;4,22E-05;0,000314986;3,37E-05;4,44E-06;4,51E-05
grandpar;5,06E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
pronunci;5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
sparsiti;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
appendag;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,51E-05
arbitrag;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
plankton;1,74E-06;3,48E-06;6,63E-05;2,65E-06;3,37E-05;2,22E-05;4,10E-06
menopaus;1,74E-06;5,92E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
trapdoor;1,74E-06;3,48E-06;6,02E-06;1,32E-05;3,37E-05;4,44E-06;4,10E-06
identifi;0,001623467;0,002526238;0,001126492;0,000473803;3,37E-05;0,001690673;0,002736702
filament;1,74E-06;3,48E-06;0,000150601;0,000140288;3,37E-05;3,11E-05;6,15E-05
maintain;0,000312138;0,00016377;0,000102408;0,000330868;3,37E-05;0,000119811;0,000578523
borassus;1,74E-06;3,48E-06;6,02E-06;6,62E-05;3,37E-05;4,44E-06;4,10E-06
polyhedr;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
substrat;3,66E-05;3,48E-06;0,001222877;0,000256754;3,37E-05;0,000714432;0,000537493
stricter;8,72E-06;1,05E-05;4,22E-05;1,85E-05;3,37E-05;4,44E-06;4,10E-06
question;0,000859688;0,000365869;9,04E-05;6,09E-05;3,37E-05;3,11E-05;0,000348755
"651;type";1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
foodborn;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;2,22E-05;1,23E-05
holstein;1,74E-06;3,48E-06;6,02E-06;2,65E-06;0,000303132;2,22E-05;4,10E-06
suburban;1,74E-06;3,48E-06;0,000114456;7,94E-06;3,37E-05;2,22E-05;4,10E-06
stranger;0,000172635;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
prefront;0,000371427;3,48E-06;6,02E-06;2,65E-06;3,37E-05;0,000270685;4,10E-06
workplac;0,000141247;3,48E-06;1,81E-05;2,65E-06;3,37E-05;1,33E-05;4,10E-06
allergen;1,74E-06;0,002101133;6,02E-06;2,65E-06;3,37E-05;9,32E-05;1,23E-05
quotient;4,71E-05;1,05E-05;1,81E-05;7,94E-06;3,37E-05;3,11E-05;4,10E-06
neighbor;4,36E-05;1,05E-05;1,81E-05;1,32E-05;3,37E-05;4,44E-06;4,10E-06
glycosyl;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;7,54E-05;0,000102575
leucocyt;5,23E-06;4,53E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
openflow;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
pedagogi;3,66E-05;3,48E-06;6,02E-06;2,65E-06;0,000101044;4,44E-06;1,23E-05
prototyp;3,31E-05;3,48E-06;4,22E-05;5,56E-05;3,37E-05;4,44E-06;5,33E-05
subcutan;1,74E-06;0,000170739;6,02E-06;2,65E-06;3,37E-05;0,000102062;2,87E-05
enantiom;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;0,00026181;4,10E-06
epigenet;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;3,99E-05;0,000857527
suprapub;1,74E-06;3,83E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
hematoma;1,74E-06;7,32E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
biocrust;1,74E-06;3,48E-06;6,02E-06;0,000140288;3,37E-05;4,44E-06;4,10E-06
"566;grow";1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
redirect;2,27E-05;3,48E-06;1,81E-05;7,94E-06;3,37E-05;2,22E-05;2,05E-05
plausibl;6,80E-05;1,05E-05;3,01E-05;2,65E-06;3,37E-05;3,99E-05;1,23E-05
calendar;5,23E-06;1,05E-05;6,02E-06;2,91E-05;3,37E-05;4,44E-06;4,10E-06
simulium;1,74E-06;3,48E-06;5,42E-05;2,65E-06;3,37E-05;1,33E-05;4,10E-06
cyranoid;2,27E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
sequenti;3,66E-05;3,14E-05;3,01E-05;7,94E-06;0,000101044;4,44E-06;4,51E-05
subtract;5,23E-06;1,05E-05;1,81E-05;2,65E-06;3,37E-05;1,33E-05;2,05E-05
investor;5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
neurotyp;2,27E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
incentiv;4,71E-05;3,48E-06;1,81E-05;7,94E-06;3,37E-05;4,44E-06;4,10E-06
glcnacyl;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;7,80E-05
haplotyp;1,74E-06;0,000372838;6,02E-06;2,65E-06;3,37E-05;4,44E-06;3,69E-05
asymptot;1,74E-06;3,48E-06;6,02E-06;7,68E-05;3,37E-05;4,44E-06;4,10E-06
thiocyan;1,74E-06;3,48E-06;0,000126504;2,65E-06;3,37E-05;4,44E-06;4,10E-06
literari;2,62E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
canadian;2,62E-05;0,00010105;6,02E-06;7,15E-05;3,37E-05;4,44E-06;4,10E-06
zirconia;1,74E-06;1,74E-05;6,02E-06;0,000262048;3,37E-05;1,33E-05;4,10E-06
breakwat;1,74E-06;3,48E-06;6,02E-06;6,62E-05;3,37E-05;4,44E-06;4,10E-06
knowledg;0,00140375;0,000261335;1,81E-05;2,91E-05;3,37E-05;0,000217436;0,000701613
populist;1,92E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
pyrolysi;1,74E-06;3,48E-06;9,04E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
phthalat;1,74E-06;3,48E-06;1,81E-05;2,65E-06;3,37E-05;0,000563558;4,10E-06
northern;3,66E-05;8,01E-05;0,000198793;0,000187933;3,37E-05;2,22E-05;2,05E-05
undergon;5,23E-06;8,71E-05;6,02E-06;1,32E-05;3,37E-05;2,22E-05;2,05E-05
transgen;1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;0,000572433;0,000233871
diagnost;0,000197048;0,001376364;1,81E-05;1,32E-05;3,37E-05;5,77E-05;0,000274901
stagnant;1,74E-06;3,48E-06;1,81E-05;3,97E-05;3,37E-05;4,44E-06;4,10E-06
affluent;2,27E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
scientif;0,000371427;6,62E-05;0,000162649;5,03E-05;3,37E-05;8,43E-05;0,000192841
arithmet;1,74E-06;1,74E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
shorelin;1,74E-06;3,48E-06;6,02E-06;0,000134994;3,37E-05;4,44E-06;4,10E-06
virtuous;1,57E-05;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
inaccess;5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;2,05E-05
demethyl;1,74E-06;3,48E-06;1,81E-05;2,65E-06;3,37E-05;0,000164186;1,23E-05
folksong;1,74E-06;3,48E-06;6,02E-06;2,65E-06;0,000437858;4,44E-06;4,10E-06
predefin;5,23E-06;1,74E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
africana;1,74E-06;3,48E-06;6,63E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
vinifera;1,74E-06;3,48E-06;6,02E-06;1,85E-05;3,37E-05;1,33E-05;2,05E-05
cortisol;8,54E-05;0,000128925;6,02E-06;2,65E-06;3,37E-05;8,43E-05;4,10E-06
interior;5,23E-06;3,48E-06;3,01E-05;5,03E-05;3,37E-05;4,44E-06;4,10E-06
"1;detect";5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
setpoint;1,74E-06;3,48E-06;6,02E-06;2,65E-06;0,000101044;4,44E-06;4,10E-06
breakout;1,74E-06;3,48E-06;6,02E-06;2,38E-05;3,37E-05;4,44E-06;4,10E-06
thresher;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
khartoum;1,74E-06;3,48E-06;6,02E-06;2,91E-05;3,37E-05;4,44E-06;4,10E-06
reachabl;1,74E-06;1,74E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
forestri;1,74E-06;3,48E-06;6,63E-05;6,09E-05;3,37E-05;4,44E-06;4,10E-06
singapor;1,74E-06;4,53E-05;3,01E-05;4,50E-05;3,37E-05;4,44E-06;4,10E-06
stanford;1,57E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
rhizosph;1,74E-06;3,48E-06;9,04E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
umbrella;1,74E-06;2,44E-05;1,81E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
cronbach;5,41E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
underlin;3,66E-05;5,23E-05;1,81E-05;7,15E-05;3,37E-05;4,44E-06;2,87E-05
injector;1,74E-06;1,74E-05;6,02E-06;5,56E-05;3,37E-05;4,44E-06;4,10E-06
hydropow;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
subscrib;5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
detector;1,74E-06;1,05E-05;6,02E-06;7,94E-06;3,37E-05;1,33E-05;4,10E-06
seamless;1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
straight;8,20E-05;3,48E-06;6,02E-06;0,000113819;3,37E-05;4,44E-06;4,10E-06
posttest;5,41E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
advisori;5,23E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;5,77E-05;4,10E-06
sanction;2,62E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
geometri;1,74E-06;3,48E-06;6,02E-06;0,000664383;3,37E-05;1,33E-05;4,10E-06
bentonit;1,74E-06;3,48E-06;6,02E-06;0,00034675;3,37E-05;4,44E-06;4,10E-06
fluiditi;1,22E-05;3,48E-06;1,81E-05;2,65E-06;0,000101044;4,44E-06;2,87E-05
privileg;4,36E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;2,05E-05
eighteen;1,22E-05;8,71E-05;6,02E-06;2,65E-06;3,37E-05;1,33E-05;4,10E-06
mesolimb;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,88E-05;4,10E-06
mandarin;5,23E-06;3,48E-06;1,81E-05;1,85E-05;3,37E-05;4,44E-06;4,10E-06
bachelor;4,01E-05;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
greatest;3,66E-05;3,83E-05;7,83E-05;0,000145582;0,000101044;5,77E-05;1,23E-05
storytel;1,57E-05;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
placenta;1,74E-06;5,92E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;3,69E-05
ventricl;1,74E-06;0,000128925;6,02E-06;2,65E-06;3,37E-05;4,88E-05;4,10E-06
enterpri;8,72E-06;3,48E-06;3,01E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
facebook;0,000197048;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
luteolin;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,88E-05;4,10E-06
bioassay;1,74E-06;3,48E-06;4,22E-05;2,65E-06;3,37E-05;6,66E-05;3,69E-05
basement;1,74E-06;1,05E-05;1,81E-05;7,94E-06;0,000101044;1,33E-05;1,23E-05
"133;home";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
interest;0,00072716;0,000303149;0,000186745;0,000172051;3,37E-05;0,000554683;0,000759055
horizont;1,74E-06;3,48E-06;1,81E-05;0,000653795;3,37E-05;4,44E-06;1,23E-05
"129;mani";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
indirect;0,000399328;6,62E-05;0,000138553;3,97E-05;3,37E-05;0,000119811;1,23E-05
landscap;1,57E-05;1,05E-05;0,000186745;0,000452628;3,37E-05;4,44E-06;0,000102575
reinstat;1,92E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;0,00031506;4,10E-06
conflict;0,000653921;3,14E-05;3,01E-05;2,65E-06;3,37E-05;4,44E-06;1,23E-05
shortest;1,74E-06;3,48E-06;6,02E-06;1,32E-05;3,37E-05;3,99E-05;4,10E-06
chinensi;1,74E-06;3,48E-06;9,04E-05;2,65E-06;3,37E-05;4,88E-05;1,23E-05
persiann;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
"286;lack";1,74E-06;3,48E-06;1,81E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
disposit;0,000158685;2,44E-05;6,02E-06;2,65E-06;3,37E-05;6,66E-05;4,10E-06
frustrat;4,71E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;1,23E-05
"648;loop";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
biograph;4,01E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
moroccan;5,23E-06;1,74E-05;6,02E-06;2,65E-06;3,37E-05;2,22E-05;4,10E-06
equatori;1,74E-06;3,48E-06;6,02E-06;2,91E-05;3,37E-05;4,44E-06;4,10E-06
hyperten;1,74E-06;0,00029618;6,02E-06;2,65E-06;3,37E-05;0,000110937;0,000118987
ischemia;1,74E-06;2,44E-05;6,02E-06;2,65E-06;3,37E-05;3,99E-05;0,000143605
detoxifi;1,74E-06;3,48E-06;3,01E-05;2,65E-06;3,37E-05;7,54E-05;4,10E-06
introduc;0,000137759;0,000142863;6,02E-06;0,000214403;3,37E-05;3,99E-05;0,000151811
diphenyl;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;5,77E-05;1,23E-05
sympathi;7,15E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
cautious;8,72E-06;1,74E-05;6,02E-06;2,65E-06;3,37E-05;3,99E-05;4,10E-06
parasoci;2,96E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
pharmaci;1,74E-06;5,92E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
hydrogen;1,74E-06;1,05E-05;0,000644571;2,65E-06;3,37E-05;9,32E-05;4,10E-06
enclosur;5,23E-06;3,48E-06;6,02E-06;1,85E-05;3,37E-05;4,44E-06;4,10E-06
neurolog;8,54E-05;0,00042162;6,02E-06;2,65E-06;3,37E-05;0,000173061;0,000201047
forkhead;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;6,15E-05
anchorag;1,74E-06;1,05E-05;6,02E-06;6,62E-05;3,37E-05;4,44E-06;3,69E-05
geotechn;1,74E-06;3,48E-06;6,02E-06;0,000219696;3,37E-05;4,44E-06;4,10E-06
threaten;0,000137759;0,000170739;0,000138553;4,50E-05;3,37E-05;1,33E-05;7,80E-05
cisaprid;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;6,66E-05;4,10E-06
destabil;1,74E-06;1,05E-05;4,22E-05;2,65E-06;3,37E-05;3,11E-05;1,23E-05
kyrielei;1,74E-06;5,92E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
electron;6,45E-05;0,000170739;0,001415646;8,21E-05;3,37E-05;7,54E-05;6,98E-05
attribut;0,000810862;3,14E-05;0,000271081;0,000256754;3,37E-05;5,77E-05;0,000151811
"495;pool";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
appropri;0,000301675;0,000365869;0,000126504;0,000267341;3,37E-05;0,000102062;0,000168223
merchant;8,72E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
huperzin;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;0,000119811;4,10E-06
dysfunct;0,000172635;0,000219521;6,02E-06;7,94E-06;3,37E-05;0,000705557;0,000512875
carboxyl;1,74E-06;3,48E-06;9,04E-05;2,65E-06;3,37E-05;0,000306185;1,23E-05
endodont;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;6,15E-05
"937;meet";1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
restrict;0,000162172;0,000184677;1,81E-05;0,000113819;3,37E-05;0,000181936;0,000201047
outreach;1,92E-05;1,05E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
charcoal;1,74E-06;3,48E-06;9,04E-05;2,65E-06;3,37E-05;4,44E-06;4,10E-06
ethiopia;1,22E-05;1,74E-05;6,63E-05;3,44E-05;3,37E-05;4,44E-06;4,10E-06
singular;1,74E-06;3,48E-06;6,02E-06;7,94E-06;3,37E-05;4,44E-06;4,10E-06
adenylyl;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;6,98E-05
jatropha;1,74E-06;3,48E-06;6,02E-06;2,91E-05;3,37E-05;4,44E-06;4,10E-06
cropland;1,74E-06;3,48E-06;1,81E-05;0,000262048;3,37E-05;4,44E-06;4,10E-06
breastfe;1,74E-06;0,000108018;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
mismatch;4,36E-05;4,53E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;8,62E-05
romanian;4,36E-05;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,44E-06;4,10E-06
arylamin;1,74E-06;3,48E-06;6,02E-06;2,65E-06;3,37E-05;4,88E-05;4,10E-06
platinum;1,74E-06;3,14E-05;6,02E-06;2,65E-06;3,37E-05;4,44E-06;5,33E-05
