words;T1;T2;T3;T4;T5;T6;T7
"5983;abil";4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
disrepair;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
secondari;0,000256077;3,31E-05;7,91E-05;0,000309923;1,79E-05;1,99E-05;0,000257509
branchial;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
"9317;even";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"9604;spin";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
middlewar;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
quadricep;1,35E-06;6,62E-06;1,58E-05;2,82E-05;1,79E-05;1,99E-05;7,80E-06
centrosom;1,35E-06;3,31E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"2283;goat";1,35E-06;1,99E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"5694;work";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
methodson;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"8277;stem";1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
therefrom;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
discrimin;0,000754682;6,62E-06;7,91E-05;8,02E-05;5,36E-05;5,97E-05;7,80E-06
tremuloid;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
dysexecut;2,03E-05;6,62E-06;4,75E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"790;studi";4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
nilotinib;1,35E-06;6,62E-06;1,58E-05;3,68E-05;1,79E-05;1,99E-05;7,80E-06
"7303;leaf";4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
womersley;1,35E-06;6,62E-06;1,58E-05;2,17E-06;5,36E-05;1,99E-05;2,34E-05
"2879;june";1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
natrialba;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
hypervari;1,35E-06;1,99E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
nolanguag;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"236;major";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
craftolog;1,35E-06;6,62E-06;7,91E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
aquaporin;1,35E-06;1,99E-05;1,58E-05;7,15E-05;1,79E-05;1,99E-05;7,80E-06
"3035;goal";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"152;purpo";1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
tigerplac;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"5272;self";4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"591;studi";1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
begusarai;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
taxifolin;1,35E-06;0,000152321;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
tamoxifen;1,35E-06;0,000165566;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
cerevisia;1,35E-06;0,000152321;1,58E-05;1,95E-05;5,36E-05;1,99E-05;7,80E-06
"631;third";4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
dofetilid;1,35E-06;6,62E-06;1,58E-05;1,08E-05;1,79E-05;1,99E-05;7,80E-06
"1271;main";1,35E-06;6,62E-06;4,75E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"9779;work";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"187;studi";4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
steinberg;1,35E-06;1,99E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
sullurpet;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;9,96E-05;7,80E-06
eigenvalu;6,77E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
nonexclus;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"617;purpo";1,35E-06;6,62E-06;4,75E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
polyvinyl;1,35E-06;4,64E-05;1,58E-05;2,17E-06;8,93E-05;1,99E-05;3,90E-05
multikina;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
"437;purpo";1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
methacryl;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;0,000117049
"7563;gray";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
computeri;9,48E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
predilect;1,35E-06;6,62E-06;1,58E-05;3,25E-05;1,79E-05;1,99E-05;7,80E-06
"4456;unit";4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
orientado;1,35E-06;6,62E-06;4,75E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
glutamina;1,35E-06;0,000152321;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"8690;goal";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"3159;view";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
disfavour;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"7713;beta";1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
asparagin;1,35E-06;1,99E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
multipath;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
transport;1,35E-06;0,000973529;1,58E-05;0,000257908;1,79E-05;1,99E-05;7,80E-06
"4429;wast";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
allegheni;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
"4487;flow";4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
invertebr;4,06E-06;4,64E-05;7,91E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
"9474;work";1,35E-06;6,62E-06;4,75E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
noiseless;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
ostersund;6,77E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
auxiliari;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"134;paper";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
usercentr;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
multifila;1,35E-06;6,62E-06;4,75E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"5115;need";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
hemofiltr;1,35E-06;6,62E-06;1,58E-05;2,17E-06;5,36E-05;1,99E-05;7,80E-06
otoacoust;1,35E-06;6,62E-06;1,58E-05;1,52E-05;1,79E-05;1,99E-05;7,80E-06
orthoimag;1,35E-06;6,62E-06;1,58E-05;2,17E-06;5,36E-05;1,99E-05;7,80E-06
spirulina;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
amastigot;1,35E-06;3,31E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
unsuscept;6,77E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"559;purpo";1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
"225;studi";4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
fluoromet;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
herbivori;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
"1686;area";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
opensourc;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
zirconium;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;5,46E-05
sentaurus;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"8337;self";4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
maritimum;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;5,46E-05
amblyomma;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
"5438;flow";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
"4609;note";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
moonlight;4,06E-06;1,99E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
disappear;3,39E-05;1,99E-05;4,75E-05;1,08E-05;1,79E-05;1,99E-05;3,90E-05
"579;propo";4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
brushless;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"4371;time";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"8686;slot";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"5283;lung";1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
"482;studi";1,35E-06;6,62E-06;1,58E-05;2,17E-06;5,36E-05;1,99E-05;7,80E-06
prokaryot;1,35E-06;6,62E-06;1,58E-05;1,95E-05;1,79E-05;1,99E-05;7,80E-06
"8839;work";1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
preschool;0,000226269;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
permangan;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
"8048;five";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
donepezil;1,35E-06;0,000178812;1,58E-05;4,12E-05;1,79E-05;1,99E-05;7,80E-06
hydrostat;1,35E-06;1,99E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
intercour;9,48E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
"2426;past";4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
monogenet;1,35E-06;6,62E-06;1,58E-05;1,08E-05;1,79E-05;1,99E-05;7,80E-06
longstand;4,06E-06;6,62E-06;4,75E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
sanctuari;4,06E-06;1,99E-05;1,58E-05;2,17E-06;1,79E-05;5,97E-05;7,80E-06
australia;7,45E-05;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
marcescen;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
levenberg;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
bioclimat;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"341;typic";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
analgesia;1,35E-06;6,62E-06;1,58E-05;1,52E-05;1,79E-05;1,99E-05;2,34E-05
multigrid;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"1285;beta";1,35E-06;1,99E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"7988;cell";1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
lattermod;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
vinyliden;1,35E-06;1,99E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
alloplast;1,35E-06;6,62E-06;4,75E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"7737;work";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
fibonacci;1,35E-06;6,62E-06;4,75E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"8430;abil";4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
underserv;6,77E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
"2784;back";1,35E-06;1,99E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
subconsci;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
surgieron;1,35E-06;6,62E-06;7,91E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"299;purpo";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
morphinan;1,35E-06;1,99E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
sorafenib;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
phocarcto;1,35E-06;6,62E-06;4,75E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
asparagus;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
deprotein;1,35E-06;1,99E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"2816;heat";1,35E-06;1,99E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"5214;past";1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
"8893;work";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
circadian;6,77E-06;0,000509944;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
buthionin;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
cadhealth;6,77E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
wordpress;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;5,97E-05;7,80E-06
"5579;race";4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"6948;role";1,35E-06;6,62E-06;4,75E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
distribut;0,000123296;3,31E-05;4,75E-05;0,000422622;1,79E-05;1,99E-05;0,000101443
treewatch;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
schroeder;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"6548;emot";4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"1976;jock";4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
greenland;1,35E-06;6,62E-06;1,58E-05;2,17E-06;5,36E-05;1,99E-05;7,80E-06
miconazol;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;3,90E-05
tumorigen;1,35E-06;6,62E-06;1,58E-05;4,12E-05;1,79E-05;1,99E-05;7,80E-06
materiali;4,06E-06;6,62E-06;7,91E-05;2,17E-06;1,79E-05;5,97E-05;7,80E-06
caribbean;1,35E-06;6,62E-06;4,75E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"9024;pier";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
precursor;1,76E-05;0,000390736;0,000174064;0,000153878;1,79E-05;1,99E-05;0,000132656
constrict;1,35E-06;6,62E-06;1,58E-05;2,17E-06;5,36E-05;1,99E-05;2,34E-05
citeseerx;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
asendorpf;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"5774;imag";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"201;paper";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"1936;high";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
mirflickr;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
stakehold;2,85E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
shipbuild;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"288;taqia";1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
unqualifi;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
dioxygena;1,35E-06;3,31E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;8,58E-05
socioemot;4,74E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
streamlin;1,35E-06;6,62E-06;1,58E-05;1,52E-05;1,79E-05;1,99E-05;7,80E-06
kasaragod;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
rewardrel;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
treblinka;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
mutualist;1,35E-06;6,62E-06;1,58E-05;1,95E-05;1,79E-05;1,99E-05;7,80E-06
himalaica;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;3,90E-05
ethnoraci;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"177;studi";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
autoregul;1,35E-06;6,62E-06;1,58E-05;2,17E-06;0,000125002;1,99E-05;7,80E-06
multipart;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"5025;sort";1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
cartesium;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
salesiano;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"8890;home";4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"1223;buri";4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
ochronosi;1,35E-06;6,62E-06;0,000142416;2,17E-06;1,79E-05;1,99E-05;7,80E-06
albuginea;1,35E-06;6,62E-06;1,58E-05;1,08E-05;1,79E-05;1,99E-05;7,80E-06
tasmanian;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
groschupf;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
unjustifi;9,48E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
tellurium;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;5,46E-05
"7773;vote";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"4123;wood";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"6495;ever";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
transferr;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
burdensom;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
chemotaxi;1,35E-06;1,99E-05;1,58E-05;1,08E-05;1,79E-05;1,99E-05;7,80E-06
forgotten;6,77E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
radiochem;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;5,46E-05
"6931;fine";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
anterodor;1,35E-06;1,99E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
breakdown;9,48E-06;4,64E-05;1,58E-05;1,08E-05;1,79E-05;1,99E-05;5,46E-05
prausnitz;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"245;paper";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
audiovisu;3,66E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
semiaquat;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
multiraci;5,28E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
radicular;1,35E-06;6,62E-06;0,000110768;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"7726;deci";4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
trichotom;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
thermotol;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
macdonald;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"967;purpo";4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
tridimens;4,06E-06;6,62E-06;4,75E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
customari;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;9,96E-05;2,34E-05
contermin;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
yellowish;1,35E-06;1,99E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
targettyp;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
biodegrad;1,35E-06;5,96E-05;1,58E-05;6,50E-06;1,79E-05;1,99E-05;0,000741313
"2617;wind";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"3727;seri";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
polygonum;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
gastropod;1,35E-06;6,62E-06;4,75E-05;1,08E-05;1,79E-05;1,99E-05;7,80E-06
americana;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
acrylamid;1,35E-06;1,99E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;0,000397968
heterodyn;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"4957;hide";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
cadaverin;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;3,90E-05
nanocryst;1,35E-06;5,96E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"8885;draw";4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"3742;self";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
experienc;0,000554156;3,31E-05;4,75E-05;0,000114867;1,79E-05;1,99E-05;7,80E-06
"1115;mott";1,35E-06;6,62E-06;1,58E-05;2,17E-06;5,36E-05;1,99E-05;7,80E-06
"7183;soil";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
apartheid;6,77E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
achalasia;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
lengthier;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
hellenist;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;9,96E-05;7,80E-06
"1929;kron";1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
misreport;4,06E-06;1,99E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
malmquist;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
toothless;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
biologist;1,35E-06;6,62E-06;1,58E-05;4,55E-05;1,79E-05;1,99E-05;7,80E-06
picomolar;1,35E-06;6,62E-06;1,58E-05;1,08E-05;1,79E-05;1,99E-05;7,80E-06
esperanza;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
optogenet;1,35E-06;5,96E-05;1,58E-05;1,08E-05;8,93E-05;1,99E-05;7,80E-06
entomolog;1,35E-06;1,99E-05;1,58E-05;1,52E-05;1,79E-05;1,99E-05;7,80E-06
armstrong;1,22E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
"9109;erap";1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
calandria;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
speedomet;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
manhattan;6,77E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
