Words;T1_lev1;T2_lev1;T3_lev1;T4_lev1;T5_lev1;T6_lev1;T7_lev1;T8_lev1;T9_lev1;T10_lev1;T1_lev2;T2_lev2;T3_lev2;T4_lev2;T5_lev2;T6_lev2;T7_lev2;T8_lev2;T9_lev2;T10_lev2;T11_lev2;T12_lev2;T13_lev2;T14_lev2;T15_lev2;T16_lev2;T17_lev2;T18_lev2;T19_lev2;T20_lev2;T21_lev2;T22_lev2;T23_lev2;T24_lev2;T25_lev2;T26_lev2;T27_lev2;T28_lev2;T29_lev2;T30_lev2;T32_lev2;T33_lev2;T34_lev2;T35_lev2;T36_lev2;T37_lev2
borkh;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,66E-05;0;0;0
11303;0;0;0;1,16E-05;0;0;0;0;0;0;2,76E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11304;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;2,98E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
aider;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;2,98E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
apoyo;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;2,98E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
aunqu;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;2,98E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
effet;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;2,98E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
famil;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;2,98E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
fuera;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;2,98E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hecho;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;2,98E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
issus;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;2,98E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
nombr;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;2,98E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
vario;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;2,98E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
viven;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;2,98E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11305;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,99E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11306;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11307;0;0;0;0;0;0;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,38E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11308;0;0;0;1,16E-05;0;0;0;0;0;0;0;3,24E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
enmap;0;0;0;1,16E-05;0;0;0;0;0;0;0;3,24E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11309;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,26E-05;0;0;0;0;0
11310;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,24E-05;0;0;0;0;0;0;0;0;0;0;0;0;0
11311;0;0;0;1,16E-05;0;0;0;0;0;0;0;3,24E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11312;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,81E-05;0;0;0;0;0;0;0;0;0;0
11313;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,26E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
nopow;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,26E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11314;0;0;1,26E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,91E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11315;0;0;0;1,16E-05;0;0;0;0;0;0;2,76E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11316;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;2,98E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11317;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,26E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11318;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;0;3,48E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,52E-11;0;0;0;0;0;0
11319;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;2,95E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11320;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;2,98E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11321;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;2,89E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,42E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11322;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,79E-05;0;0;0;0;0;0;0
11323;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,23E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11324;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;2,98E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11325;0;0;0;0;0;7,36E-06;0;0;0;0;0;0;0;0;0;0;0;0;2,46E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11326;0;0;1,26E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,62E-06;0;0;0;0;0;2,27E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11327;0;0;0;0;0;7,36E-06;0;0;0;0;0;0;0;0;0;0;0;2,20E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11328;0;0;0;0;0;7,36E-06;0;0;0;0;0;0;0;0;0;0;0;2,20E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11329;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;2,95E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11330;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,79E-05;0;0;0;0;0;0;0
11331;0;0;0;1,16E-05;0;0;0;0;0;0;0;3,70E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,12E-05;0;0;0
crcia;0;0;0;1,16E-05;0;0;0;0;0;0;0;7,37E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,60E-05;0;0;0
11332;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;1,97E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11333;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;1,97E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11334;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;0;0;0;0;0;2,20E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
gdria;0;0;0;0;0;0;0;0;4,72E-05;0;0;0;0;0;0;0;0;0,000132104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11335;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;2,98E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11336;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,26E-05;0;0;0;0;0
11337;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;0;0;4,00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11338;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,26E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11339;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,82E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11340;0;0;1,26E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,99E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11341;0;0;0;1,16E-05;0;0;0;0;0;0;2,76E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11342;0;0;0;1,16E-05;0;0;0;0;0;0;2,76E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11343;0;0;1,26E-05;0;0;0;0;0;0;0;0;0;0;3,48E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,36E-09;0;0;0;0;0;0;0;0;0
11344;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,62E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11345;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;3,48E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,11E-16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11346;0;0;0;0;0;0;7,38E-06;0;0;0;0;4,96E-16;0;0;0;0;0;0;0;0;1,88E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11347;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,62E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11348;0;0;0;0;0;0;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,82E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11349;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;2,95E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11350;0;0;0;1,16E-05;0;0;0;0;0;0;2,76E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11351;0;0;0;0;0;7,36E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,07E-05;0;0
11352;0;0;0;0;0;0;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,45E-05
11353;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;2,98E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11354;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,07E-05;0;0;0;0;0;0;0;0;0
virem;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,07E-05;0;0;0;0;0;0;0;0;0
11355;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;0;0;0;0;0;0;0;3,19E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11356;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,45E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
habia;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,45E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11357;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;2,95E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11358;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,07E-05;0;0;0;0;0;0;0;0;0
11359;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,26E-05;0;0;0;0;0
11360;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,06E-05;0
11361;0;0;1,26E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,99E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11362;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,26E-05;0;0;0;0;0
11363;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,91E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11364;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;0;0;2,95E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11365;0;0;0;0;0;7,36E-06;0;0;0;0;0;0;0;0;0;0;0;2,20E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11366;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,95E-12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,51E-05;0;0;0;0;0;0;0;0
11367;0;0;0;0;0;0;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,05E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11368;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,45E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11369;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,66E-05;0;0;0
11370;0;0;0;1,16E-05;0;0;0;0;0;0;0;3,24E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
gldas;0;0;0;1,16E-05;0;0;0;0;0;0;0;3,24E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lenkf;0;0;0;1,16E-05;0;0;0;0;0;0;0;3,24E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11371;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,45E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11372;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;2,95E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11373;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,26E-05;0;0;0;0;0
11374;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,01E-05;0;0;0;0;0;0;0;0;0;0;0
11375;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,63E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11376;0;0;0;0;0;0;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,45E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11377;0;0;0;0;0;7,36E-06;0;0;0;0;0;0;0;3,48E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11378;0;0;1,26E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,99E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11379;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,71E-05;0;0;0;0;0;0;0;0;0;0;0;0
11380;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,81E-05;0;0;0;0;0;0;0;0;0;0
11381;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,07E-05;0;0;0;0;0;0;0;0;0
11382;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;0;0;0;0;2,20E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11383;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,62E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11384;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,19E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11385;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;2,95E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11386;0;0;1,26E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,07E-05;0;0;0;0;0;0;0;0;0
11387;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,26E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11388;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,82E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11389;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,01E-05;0;0;0;0;0;0;0;0;0;0;0
11390;0;0;1,26E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,07E-05;0;0;0;0;0;0;0;0;0
sloth;0;0;1,26E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,07E-05;0;0;0;0;0;0;0;0;0
11391;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,71E-05;0;0;0;0;0;0
11392;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;2,98E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11393;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;0;0;0;0;0;2,20E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11394;0;0;1,26E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,07E-05;0;0;0;0;0;0;0;0;0
11395;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,81E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mekel;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,81E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11396;0;0;0;0;0;0;0;5,41E-12;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,26E-05;0;0;0;0;0
11397;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,51E-05;0;0;0;0;0;0;0;0
mrqlq;0;0;0;0;0;0;0;0;3,94E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000125611;0;0;0;0;0;0;0;0
11398;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;2,95E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11399;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,79E-05;0;0;0;0;0;0;0
11400;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,62E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11401;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,23E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bacau;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,23E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
vasil;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,23E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11402;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;0;0;2,95E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11403;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,91E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11404;0;0;1,26E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,99E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11405;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,38E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11406;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,63E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
